Ticker
LYFT
MAMA
MANH
MARA
MASI
MAT
MATW
MAXN
MCHP
MCRB
MDB
MDGL
MDLZ
MEDP
MELI
MEOH
MERC
META
MGEE
MGNI
MGPI
MIDD
MKSI
MKTX
MLAB
MLKN
MMSI
MNDY
MNKD
MNRO
MNST
MORN
MPWR
MRCY
MRNA
MRSN
MRTN
MRUS
MRVL
MSFT
MSTR
MTCH
MTLS
MTSI
MU
MVBF
MVIS
MXL
MYGN
MYRG
NATR
NAVI
NBIX
NBTB
NCNO
NDAQ
NDSN
NEOG
NET
NFLX
NICE
NMIH
NMRK
NODK
NOVT
NRDS
NRIM
NSIT
NSSC
NTAP
NTCT
NTES
NTGR
NTLA
NTNX
NTRA
NTRS
NUVL
NVAX
NVCR
NVDA
NVEC
NVMI
NVTS
NWBI
NWE
NWL
NWPX
NXPI
NXST
ODFL
ODP
OFIX
OKTA
OLED
OLLI
OLPX
OM
OMCL
ON
ONB
ONEW
ONTO
OPAL
OPCH
OPEN
OPK
OPRA
OPRT
ORCL
ORLY
OSIS
OSPN
OTEX
OTLY
OTTR
OVBC
PACB
PANW
PATK
PAYO
PAYX
PCAR
PCTY
PCVX
PDD
PDFS
PEGA
PEN
PENN
PEP
PERI
PFBC
PFG
PI
PINE
PINS
PLAY
PLMR
PLSE
PLTR
PLUG
PLUS
PLXS
PODD
POOL
POWI
POWL
POWW
PPC
PRAA
PRDO
PRGS
PRPH
PRPL
PRTA
PSTG
PTC
PTCT
PTEN
PTON
PUBM
PYPL
QCOM
QCRH
QDEL
QFIN
QLYS
QNST
QRVO
QUBT
QURE
RAPT
RARE
RCKT
RCMT
RDNT
RDWR
REAL
REGN
RELI
RELY
RENT
REPL
RIOT
RIVN
RKLB
RMBS
RNA
RNST
ROAD
ROCK
ROIV
ROKU
ROOT
ROST
RPD
RPRX
SABR
SAIA
SAIC
SANA
SANM
SATS
SBAC
SBCF
SBGI
SBLK
SBRA
SBUX
SCHL
SCOR
SCVL
SEDG
SEED
SEIC
SFIX
SFM
SFNC
SFST
SHAK
SHLS
SHOO
SHOP
SIGI
SIMO
SITM
SKIN
SKYW
SLAB
SLDP
SLM
SMCI
SMLR
SMMT
SMTC
SNAL
SNBR
SNDL
SNEX
SNPS
SONO
SOFI
SOUN
SPNS
SPOK
SPSC
SRAD
SRCE
SRDX
SRPT
SSRM
SSSS
SSYS
STAA
STBA
STEP
STLD
STNE
STRA
STRL
STRS
STRT
STX
SUPN
SWBI
SWKS
SY
SYBT
SYM
SYNA
SYRE
TACO
TBBK
TCBI
TCBK
TCOM
TEAM
TECH
TER
TFSL
TGTX
THRM
TILE
TITN
TMDX
TMUS
TNDM
TNXP
TOST
TPG
TREE
TRIP
TRMB
TRMK
TRNS
TROW
TRUE
TRUP
TSCO
TSEM
TSLA
TTD
TTEC
TTEK
TTMI
TTWO
TUSK
TXMD
TXN
TXRH
UAL
UCTT
UDMY
UEIC
UFCS
UFPI
UFPT
ULTA
UMBF
UNIT
UPBD
UPST
UPWK
URBN
UTHR
UTMD
UVSP
V
VBIX
VBTX
VCEL
VCTR
VCYT
VECO
VEEV
VEON
VERI
VERX
VFF
VIAV
VICR
VIR
VKTX
VLY
VMEO
VNDA
VOD
VRDN
VREX
VRNA
VRNS
VRNT
VRRM
VRSK
VRSN
VRTX
VSAT
VSEC
VTRS
WABC
WAFD
WASH
WDAY
WDC
WDFC
WEN
WERN
WEYS
WFC
WING
WIX
WMG
WOOF
WRAP
WSBC
WSFS
WTFC
WTW
WULF
XEL
XENE
XERS
XNCR
XNET
XPEL
XRX
ZBRA
ZD
ZION
ZM
ZS
ZUMZ
ABBV
ABT
ACN
ADNT
AES
AFL
AIG
AIZ
AJG
ALB
ALL
ALLE
ALLY
ALSN
ALV
AM
AMC
AMCR
AME
AMG
AMH
AMN
AMP
AMT
AMTM
AN
ANET
ANF
AON
AOS
APD
APG
APH
APO
APTV
AR
ARE
ARES
ARI
ARLO
ARMK
ARW
ASAN
ASB
ASH
ASIX
ASPN
ATI
ATKR
ATO
ATR
ATUS
AUB
AVA
AVB
AVD
AVNS
AVNT
AVTR
AVY
AWI
AWK
AWR
AX
AXL
AXP
AXS
AXTA
AYI
AZO
AZZ
B
BA
BABA
BAC
BAH
BALL
BAM
BANC
BAP
BAX
BBD
BBWI
BBY
BC
BCC
BCE
BCO
BCS
BDX
BE
BEN
BEP
BEPC
BFAM
BFH
BG
BHC
BHP
BILL
BIO
BIP
BIPC
BIRK
BJ
BK
BKE
BKH
BKU
BKV
BLD
BLDR
BLK
BLND
BMA
BMI
BMO
BMY
BN
BNL
BNS
BNY
BOOT
BOX
BP
BR
BRBR
BRC
BRO
BROS
BRSP
BRT
BRX
BSX
BTU
BUD
BURL
BVN
BW
BWA
BWXT
BX
BXMT
BXP
BYD
BZH
C
CABO
CACI
CADE
CAG
CAH
CAL
CALX
CARR
CARS
CAT
CATO
CAVA
CB
CBL
CBRE
CBT
CBU
CBZ
CC
CCI
CCJ
CCK
CCL
CCS
CDE
CE
CEPU
CF
CFG
CFR
CHD
CHE
CHGG
CHH
CI
CIEN
CIM
CIVI
CL
CLF
CLH
CLS
CLVT
CLX
CM
CMA
CMC
CMG
CMI
CMP
CMRE
CMS
CNA
CNC
CNH
CNI
CNK
CNM
CNO
CNP
CNQ
CNS
CNX
COF
COHR
COLD
COMP
COP
COR
COTY
COUR
CP
CPAY
CPNG
CPRI
CPS
CPT
CR
CRBG
CRC
CRH
CRI
CRK
CRL
CRM
CRS
CSL
CSTM
CSV
CTO
CTRA
CTRE
CTS
CTVA
CUBI
CUZ
CVE
CVI
CVNA
CVS
CVX
CW
CWAN
CWH
CWK
CWT
CX
CXM
D
DAC
DAL
DAN
DAR
DAY
DB
DBI
DBRG
DCI
DCO
DD
DDD
DDS
DE
DECK
DEI
DELL
DEO
DFH
DFIN
DG
DGX
DHI
DHR
DIN
DINO
DIS
DK
DKL
DKS
DLB
DLR
DLX
DNA
DNOW
DOCN
DOCS
DOLE
DOV
DOW
DQ
DRI
DRS
DSX
DT
DTE
DTM
DUK
DV
DVA
DVN
DX
DXC
DY
E
EAF
EAT
EB
EBR
EC
ECL
ED
EFC
EFX
EG
EGO
EGP
EHAB
EHC
EIX
EL
ELF
ELME
ELP
ELS
ELV
EME
EMN
EMR
ENB
ENOV
ENR
ENS
ENVA
EOG
EPAC
EPAM
EPC
EPD
EPR
EPRT
EQBK
EQH
EQR
EQT
ERJ
ES
ESAB
ESE
ESNT
ESRT
ESS
ESTC
ET
ETN
ETR
EVTC
EW
EXG
EXK
EXP
EXPD
EXR
F
FAF
FBIN
FBK
FBP
FC
FCN
FCPT
FCX
FDP
FDS
FDX
FE
FERG
FET
FG
FHI
FHN
FI
FIGS
FIS
FIX
FLO
FLR
FLS
FLUT
FMC
FMS
FMX
FN
FNB
FND
FNF
FNV
FOA
FOR
FOUR
FR
FRO
FRT
FSK
FSLY
FSM
FSS
FTI
FTS
FTV
FUBO
FUL
FUN
FVRR
G
GAB
GATX
GBCI
GBX
GCI
GCO
GD
GDDY
GE
GEF
GEL
GENI
GEO
GES
GETY
GEV
GFF
GFI
GFL
GGB
GGG
GHC
GIL
GIS
GL
GLOB
GLP
GLW
GM
GME
GMED
GNK
GNL
GNRC
GOF
GOLF
GOOS
GPC
GPI
GPK
GPN
GPOR
GRBK
GRC
GRND
GRNT
GRFS
GS
GSBD
GSK
GSL
GTES
GTLS
GTN
GTY
GVA
GWRE
GWW
GXO
H
HAE
HAL
HASI
HAYW
HBB
HBI
HBM
HCA
HCC
HCI
HD
HDB
HE
HEI
HESM
HG
HGV
HHH
HI
HIG
HII
HIMS
HIW
HKD
HL
HLF
HLI
HLIO
HLN
HLT
HLX
HMC
HMN
HMY
HNI
HOG
HOMB
HOV
HP
HPE
HPP
HPQ
HR
HRB
HRI
HRL
HRTG
HSBC
HSY
HTGC
HTH
HUBB
HUBS
HUM
HUN
HVT
HWM
HXL
HY
IAG
IBM
IBN
IBP
ICE
ICL
IDA
IDT
IEX
IFF
IGR
IHG
IHS
IIIN
IIPR
INFA
INFY
ING
INGR
INN
INSP
INSW
INVH
IOT
IP
IPG
IPI
IQV
IR
IRM
IRT
IT
ITGR
ITT
ITUB
ITW
IVR
IVT
IVZ
IX
J
JBGS
JBI
JBL
JBS
JCI
JEF
JELD
JHG
JHX
JILL
JKS
JLL
JMIA
JNJ
JOBY
JOE
JPM
JXN
K
KAI
KAR
KB
KBH
KBR
KD
KEY
KEYS
KFRC
KFS
KFY
KGC
KGS
KIM
KKR
KMI
KMPR
KMT
KMX
KN
KNF
KNSL
KNTK
KNX
KO
KODK
KOF
KOS
KR
KRC
KREF
KRG
KRO
KRP
KSS
KT
KTB
KVUE
KVYO
KW
KWR
L
LAC
LAD
LADR
LAR
LAZ
LB
LBRT
LC
LCII
LDI
LDOS
LEA
LEG
LEN
LEO
LEVI
LFT
LGI
LH
LHX
LII
LION
LLY
LMND
LMT
LNC
LNG
LNN
LOAR
LOW
LPG
LPL
LPX
LRN
LSPD
LTC
LTH
LTM
LUCK
LUMN
LUV
LUXE
LVS
LW
LXP
LYB
LYG
LYV
LZB
M
MA
MAA
MAC
MAIN
MAN
MANU
MAS
MATV
MATX
MAX
MBI
MC
MCD
MCK
MCO
MCS
MCY
MD
MDT
MDU
MEC
MED
MEI
MET
MFA
MFC
MFG
MG
MGA
MGM
MGR
MGY
MHK
MHO
MIR
MKC
MKL
MLI
MLM
MMC
MMM
MMS
MO
MOD
MODG
MOH
MOS
MOV
MP
MPC
MPLX
MPW
MRC
MRK
MS
MSA
MSC
MSCI
MSGE
MSGS
MSI
MSM
MT
MTB
MTD
MTDR
MTG
MTH
MTN
MTRN
MTUS
MTW
MTX
MTZ
MUFG
MUR
MUSA
MWA
MX
MYE
NABL
NATL
NBR
NCLH
NE
NEE
NEM
NEU
NEXA
NFG
NGG
NGL
NGVT
NHI
NI
NINE
NIO
NJR
NKE
NL
NLY
NMG
NMM
NMR
NNN
NOA
NOAH
NOC
NOG
NOK
NOMD
NOV
NOW
NPO
NRG
NRP
NSA
NSC
NSP
NTR
NTST
NU
NUE
NUS
NUVB
NVO
NVR
NVS
NVST
NVT
NWG
NWN
NX
O
OBDC
OC
ODC
OEC
OFG
OGE
OGN
OGS
OHI
OI
OII
OIS
OKE
OKLO
OLN
OLP
OMC
OMF
OMI
ONON
OPP
OR
ORA
ORC
ORI
ORN
OSCR
OSK
OTIS
OUT
OVV
OWL
OXM
OXY
PAAS
PAC
PACS
PAG
PAGS
PAM
PAR
PARR
PATH
PAY
PAYC
PB
PBA
PBF
PBH
PBI
PBR
PBT
PCG
PCOR
PD
PDM
PDS
PEB
PEG
PERF
PFE
PFGC
PFH
PFLT
PFS
PFSI
PG
PGR
PGRE
PH
PHI
PHIN
PHM
PHR
PII
PIPR
PJT
PK
PKG
PL
PLD
PLNT
PLOW
PLYM
PM
PMT
PNC
PNNT
PNR
PNW
POR
POST
PPG
PPL
PR
PRG
PRGO
PRI
PRIM
PRKS
PRM
PRO
PRT
PRU
PSA
PSF
PSN
PSTL
PSX
PUK
PVH
PWR
PX
PYT
QD
QGEN
QS
QSR
QTWO
QXO
R
RA
RACE
RAMP
RBA
RBC
RBLX
RC
RCI
RCL
RCUS
RDDT
RDN
RDW
RDY
RELX
RERE
RES
REVG
REX
REXR
REZI
RF
RGA
RGR
RH
RHI
RHP
RIG
RIO
RITM
RJF
RKT
RL
RLI
RLJ
RM
RMAX
RMD
RNG
RNGR
RNR
ROG
ROK
ROL
ROP
RPM
RRC
RRX
RS
RSG
RSI
RTO
RTX
RVLV
RVTY
RWT
RXO
RY
RYAM
RYAN
RYI
RYN
S
SA
SAFE
SAH
SAM
SAN
SAND
SAP
SAR
SB
SBH
SBI
SBR
SBS
SCHW
SCI
SCL
SCS
SD
SE
SEE
SEM
SES
SF
SFBS
SFL
SG
SHCO
SHEL
SHO
SHW
SI
SID
SIG
SILA
SITE
SJM
SKE
SKIL
SKT
SKY
SLB
SLF
SLG
SLGN
SM
SMBK
SMC
SMFG
SMG
SMP
SMR
SN
SNA
SNAP
SNDR
SNOW
SNX
SO
SOLV
SON
SONY
SOR
SPB
SPCE
SPG
SPGI
SPHR
SPOT
SPR
SPXC
SQM
SR
SRE
SRG
SRI
SSB
SSD
SSL
ST
STAG
STE
STEL
STEM
STK
STLA
STM
STN
STNG
STT
STVN
STWD
STZ
SU
SUI
SUN
SUZ
SW
SWK
SWX
SXC
SXI
SXT
SYF
SYK
SYY
T
TAK
TAL
TALO
TAP
TBI
TCI
TD
TDC
TDG
TDOC
TDS
TDW
TDY
TECK
TEF
TEL
TEN
TEO
TEVA
TEX
TFC
TFII
TFIN
TFPM
TFX
TG
TGLS
TGNA
TGS
TGT
THC
THG
THO
THS
TJX
TKC
TKO
TKR
TLK
TM
TME
TMHC
TMO
TNET
TNK
TNL
TOL
TPB
TPH
TPL
TPR
TR
TREX
TRGP
TRI
TRN
TRNO
TROX
TRP
TRU
TRV
TS
TSE
TSLX
TSM
TSN
TT
TTC
TTE
TTI
TU
TV
TWI
TWLO
TWO
TX
TXNM
TXT
TYL
U
UA
UAA
UBER
UBS
UDR
UE
UFI
UGI
UGP
UHAL
UHS
UHT
UI
UIS
UL
UMC
UMH
UNF
UNFI
UNH
UNM
UNP
UP
UPS
URI
USB
USFD
USNA
USPH
UTF
UTZ
UVE
UVV
UWMC
VAC
VAL
VALE
VFC
VICI
VIK
VIPS
VIRT
VIST
VLO
VLRS
VLTO
VMC
VMI
VNO
VNT
VOYA
VPG
VRT
VRTS
VSCO
VSH
VST
VSTS
VTEX
VTLE
VTR
VVV
VZ
W
WAB
WAL
WAT
WBS
WCC
WCN
WD
WDS
WEC
WELL
WES
WEX
WFG
WGO
WH
WHD
WHR
WIT
WK
WLK
WLY
WM
WMB
WMK
WMS
WMT
WNC
WNS
WOLF
WOR
WOW
WPC
WPM
WRB
WRBY
WS
WSM
WSO
WSR
WST
WT
WTM
WTRG
WTS
WU
WY
XOM
XPEV
XPO
XPOF
XPRO
XYL
XYZ
YALA
YELP
YETI
YEXT
YMM
YOU
YPF
YUM
YUMC
ZBH
ZETA
ZIM
ZIP
ZK
ZTO
ZTS
ZWS
